Cyb5a	2768.74
Usp5	27100.8
Atp5f1b	296782.0
Ctbp2	1416.33
Slc1a3	10911.2
S100a1	2734.56
Wfs1	20562.3
Pdcd5	4863.3
Bace1	1333.36
Pmch	4331.72
Fus	146578.0
Exosc10	1064.59
Usp25	546.071
Ncstn	5542.76
Pcbp3	4531.12
Atp6v1d	11560.7
Erp29	9974.92
Npy	2104.34
Eef1d	24300.6
Actn4	39453.6
Snrpa1	16228.8
Tm9sf2	8655.26
Idi1	2014.32
Mrps21	790.671
Mrps6	584.438
Rasa2	1198.54
B3gat3	3301.45
Smpdl3b	1447.23
Eef2	25615.2
Opa1	36099.8
Uchl3;Uchl4	4373.33
Ptpa	10635.2
Strn4	7211.44
Paxbp1	2674.73
Bbln	5351.52
Aaas	1560.88
Tpm1	30471.4
Tpm2	1677.77
Tubgcp3	6259.16
Tnks1bp1	4254.23
Gmeb2	2516.82
Vps33b	22998.6
Bcl2l13	5623.36
Cpne2	1657.08
Pcif1	1721.85
Nup43	1141.1
Cgn	1957.61
Zdhhc9	514.693
Arhgap39	4201.23
Eif5	7107.31
Ythdf1;Ythdf2	2704.6
Lman2l	4708.57
Inpp5j	3893.6
Sf3b6	4025.24
Mrtfb	5834.79
Dock4	10005.9
Il1rapl1	1437.95
Kdm2a	1001.69
Arpc4	64368.0
Ruvbl1	17916.4
Plp1	67326.4
Eif3e	13776.9
Pcbp1	33777.1
Ppfia3	22511.5
Pdxp	78421.9
Gabarapl2	17650.0
Nploc4	4027.96
Actb;Actg1	2052400.0
Mdga2	3365.3
Nrgn	38511.7
Morf4l1	499.635
Cdc42	24874.2
Cirbp	10692.7
Ensa	29932.0
Eif4a1	14493.8
Lzts1	7236.19
Rps20	15475.7
Snap25	72211.0
Megf8	1420.14
Polr2i	1724.88
